76	202
113	77
253	235
123	192
271	171
31	74
32	86
206	221
158	48
181	353
209	291
203	227
52	314
81	66
133	331
97	32
197	142
240	312
71	18
177	98
24	291
231	362
189	113
160	46
129	63
207	165
90	174
82	110
14	366
171	4
185	228
199	265
139	257
20	245
246	161
125	137
39	12
106	306
115	135
199	361
145	105
242	123
202	141
23	79
200	156
54	82
258	100
217	89
4	40
208	95
218	324
41	51
77	4
69	110
191	110
54	208
235	24
108	134
39	151
208	127
18	164
88	82
53	152
136	170
242	110
251	107
233	321
117	364
6	186
60	157
71	90
63	91
253	270
15	280
201	226
5	20
242	20
65	354
15	194
75	154
120	128
270	63
135	202
185	76
1	272
20	45
5	55
121	90
181	317
87	273
38	162
97	185
64	305
111	38
74	325
4	164
11	119
11	5
211	81
97	281
