63	171
94	171
142	470
173	1376
205	1313
213	169
244	169
276	730
283	832
362	169
394	169
449	470
480	1376
512	1313
528	257
583	730
591	832
638	754
638	596
638	414
638	242
669	242
677	415
677	596
677	754
709	754
709	596
709	415
701	242
764	320
811	289
843	273
858	470
890	1376
921	1313
992	730
1000	832
1197	1376
1228	1313
1276	305
1299	730
1307	832
1362	754
1362	596
1362	391
1425	754
1425	596
1425	391
1417	273
1488	391
1488	596
1488	754
1551	754
1551	596
1551	391
1614	391
1614	596
1614	754
1732	289
1811	1376
1843	1313
1913	730
1921	832
2087	470
2118	1376
2150	1313
2189	305
2220	289
2220	730
2228	832
2244	242
2276	415
2276	596
2276	754
2315	754
2315	596
2315	415
2331	242
2346	415
2346	596
2346	754
2362	242
2402	257
2402	320
2480	242
2496	470
2528	1376
2559	1313
2630	730
2638	832
2756	169
2787	169
2803	470
2835	1376
2866	1313
2906	169
2937	169
2937	730
2945	832
3016	1376
3055	169
3087	169
606	320
1165	470
1780	470
63	1502
94	1502
142	1801
173	2707
205	2644
213	1500
244	1500
276	2061
283	2163
362	1500
394	1500
449	1801
480	2707
512	2644
528	1588
583	2061
591	2163
638	2085
638	1927
638	1745
638	1573
669	1573
677	1746
677	1927
677	2085
709	2085
709	1927
709	1746
701	1573
764	1651
811	1620
843	1604
858	1801
890	2707
921	2644
992	2061
1000	2163
1197	2707
1228	2644
1276	1636
1299	2061
1307	2163
1362	2085
1362	1927
1362	1722
1425	2085
1425	1927
1425	1722
1417	1604
1488	1722
1488	1927
1488	2085
1551	2085
1551	1927
1551	1722
1614	1722
1614	1927
1614	2085
1732	1620
1811	2707
1843	2644
1913	2061
1921	2163
2087	1801
2118	2707
2150	2644
2189	1636
2220	1620
2220	2061
2228	2163
2244	1573
2276	1746
2276	1927
2276	2085
2315	2085
2315	1927
2315	1746
2331	1573
2346	1746
2346	1927
2346	2085
2362	1573
2402	1588
2402	1651
2480	1573
2496	1801
2528	2707
2559	2644
2630	2061
2638	2163
2756	1500
2787	1500
2803	1801
2835	2707
2866	2644
2906	1500
2937	1500
2937	2061
2945	2163
3016	2707
3055	1500
3087	1500
606	1651
1165	1801
1780	1801
63	2833
94	2833
142	3132
173	4038
205	3975
213	2831
244	2831
276	3392
283	3494
362	2831
394	2831
449	3132
480	4038
512	3975
528	2919
583	3392
591	3494
638	3416
638	3258
638	3076
638	2904
669	2904
677	3077
677	3258
677	3416
709	3416
709	3258
709	3077
701	2904
764	2982
811	2951
843	2935
858	3132
890	4038
921	3975
992	3392
1000	3494
1197	4038
1228	3975
1276	2967
1299	3392
1307	3494
1362	3416
1362	3258
1362	3053
1425	3416
1425	3258
1425	3053
1417	2935
1488	3053
1488	3258
1488	3416
1551	3416
1551	3258
1551	3053
1614	3053
1614	3258
1614	3416
1732	2951
1811	4038
1843	3975
1913	3392
1921	3494
2087	3132
2118	4038
2150	3975
2189	2967
2220	2951
2220	3392
2228	3494
2244	2904
2276	3077
2276	3258
2276	3416
2315	3416
2315	3258
2315	3077
2331	2904
2346	3077
2346	3258
2346	3416
2362	2904
2402	2919
2402	2982
2480	2904
2496	3132
2528	4038
2559	3975
2630	3392
2638	3494
2756	2831
2787	2831
2803	3132
2835	4038
2866	3975
2906	2831
2937	2831
2937	3392
2945	3494
3016	4038
3055	2831
3087	2831
606	2982
1165	3132
1780	3132
1417	21
1496	21
1693	4155
