68.0	10.0
265.0	330.0
56.0	92.0
143.0	152.0
78.0	146.0
92.0	185.0
60.0	8.0
83.0	292.0
141.0	329.0
5.0	318.0
260.0	224.0
147.0	233.0
161.0	227.0
159.0	325.0
7.0	104.0
182.0	165.0
189.0	213.0
76.0	17.0
174.0	321.0
34.0	50.0
170.0	285.0
196.0	252.0
157.0	268.0
89.0	24.0
14.0	212.0
278.0	373.0
67.0	33.0
57.0	160.0
174.0	205.0
250.0	95.0
102.0	312.0
277.0	173.0
42.0	66.0
107.0	171.0
218.0	78.0
112.0	129.0
30.0	49.0
64.0	6.0
194.0	203.0
1.0	373.0
157.0	177.0
71.0	21.0
259.0	137.0
99.0	18.0
230.0	219.0
194.0	252.0
188.0	267.0
43.0	206.0
260.0	181.0
168.0	341.0
258.0	309.0
179.0	10.0
140.0	96.0
33.0	116.0
14.0	142.0
1.0	130.0
248.0	338.0
67.0	288.0
34.0	334.0
167.0	301.0
271.0	96.0
157.0	338.0
61.0	354.0
183.0	76.0
123.0	213.0
105.0	356.0
81.0	291.0
13.0	34.0
164.0	3.0
134.0	123.0
9.0	41.0
213.0	141.0
194.0	375.0
199.0	86.0
55.0	257.0
23.0	122.0
185.0	288.0
171.0	5.0
101.0	358.0
104.0	357.0
270.0	33.0
150.0	256.0
4.0	84.0
98.0	300.0
173.0	372.0
146.0	187.0
127.0	10.0
82.0	108.0
31.0	368.0
37.0	137.0
144.0	158.0
146.0	21.0
59.0	69.0
224.0	283.0
2.0	279.0
