233.0	210.0
32.0	146.0
32.0	103.0
215.0	292.0
70.0	69.0
278.0	29.0
29.0	313.0
167.0	259.0
70.0	169.0
125.0	167.0
149.0	156.0
80.0	68.0
253.0	300.0
236.0	139.0
197.0	231.0
62.0	168.0
51.0	361.0
211.0	273.0
113.0	35.0
183.0	104.0
231.0	311.0
8.0	156.0
147.0	28.0
236.0	105.0
187.0	241.0
41.0	138.0
271.0	35.0
208.0	129.0
203.0	87.0
132.0	58.0
213.0	349.0
224.0	300.0
142.0	54.0
77.0	194.0
188.0	208.0
45.0	239.0
217.0	257.0
141.0	96.0
220.0	10.0
106.0	22.0
68.0	52.0
20.0	167.0
195.0	26.0
139.0	37.0
86.0	287.0
183.0	107.0
205.0	230.0
187.0	310.0
61.0	239.0
34.0	358.0
143.0	278.0
113.0	61.0
132.0	108.0
275.0	31.0
53.0	29.0
51.0	189.0
22.0	291.0
35.0	236.0
125.0	159.0
15.0	288.0
2.0	193.0
72.0	261.0
63.0	20.0
225.0	194.0
261.0	108.0
10.0	193.0
129.0	104.0
17.0	137.0
16.0	175.0
24.0	369.0
95.0	285.0
91.0	237.0
208.0	47.0
82.0	56.0
224.0	288.0
158.0	106.0
12.0	178.0
103.0	277.0
62.0	65.0
234.0	27.0
100.0	29.0
190.0	348.0
180.0	73.0
21.0	326.0
54.0	27.0
279.0	326.0
45.0	287.0
194.0	286.0
54.0	59.0
27.0	85.0
55.0	269.0
185.0	129.0
257.0	145.0
105.0	46.0
47.0	137.0
30.0	33.0
83.0	289.0
174.0	34.0
185.0	126.0
